,Place
conf/sgda/2012,None
conf/ipco/2013,None
conf/kdd/2004web,None
conf/group/2010,None
conf/pts/2003,None
conf/coopis/1996,None
conf/icse/2009mise,None
conf/prisms/2014,None
conf/siggraph/2011et,None
conf/pret/2009,None
conf/asunam/2013,None
conf/hipeac/2009,None
conf/das/2010,None
conf/atal/2007,None
conf/cf/2013,None
conf/humanoids/2010,None
conf/iwmm/2006,None
conf/pepm/2011,None
conf/cinq/2004hz,None
conf/eurospi/2008,None
conf/dbpl/1999,None
conf/securecomm/2007,None
conf/wads/1991,None
conf/mfcs/1993,None
conf/dasfaa/2006,None
conf/ppsn/2014,None
conf/ih/2008,None
conf/dac/2014,None
conf/mir/2012,None
conf/ccs/2017ccsw,None
conf/acsd/2006,None
journals/corr/abs-0912-0759,None
conf/miccai/2010-2,None
conf/jelia/1996,None
conf/ecoop/2013ftfjp,None
conf/ncca/2012,None
conf/cms/2003,None
conf/icse/2010sehc,None
conf/stast/2013,None
conf/tap/2010,None
conf/atal/2009coin,None
conf/mpc/2002,None
conf/hikm/2006,None
conf/mhci/2007,None
conf/nabic/2009,None
conf/icvs/2009,None
conf/issac/2003,None
conf/icaisc/2014-1,None
conf/ipsn/2013,None
conf/sma/2008,None
conf/fpga/1995,None
conf/birthday/2005ehrig,None
conf/flops/2001,None
conf/debs/2010,None
conf/wabi/2009,None
conf/grid/2009,None
conf/acl-codeswitch/2014,None
conf/agiledc/2007,None
conf/scia/2003,None
conf/isaac/2008,None
conf/ehealth/2015,None
conf/stacs/1996,None
conf/iva/2003,None
conf/iclp/2009,None
conf/percom/2008,None
conf/lfmtp/2009,None
conf/apsys/2013,None
conf/formats/2015,None
conf/dimacs/dimacs28,None
conf/mm/2017avec,None
conf/chi/1989,None
conf/clef/2009-2,None
conf/vrst/2007,None
conf/europar/2011-2,None
conf/cases/2004,None
conf/sma/2002,None
conf/i-semantics/2010,None
conf/aadebug/1993,None
conf/europki/2006,None
conf/ap2pc/2004,None
conf/cia/1998,None
conf/plilp/1990,None
conf/lpnmr/2001,None
conf/swat/2010,None
conf/miccai/2016brainles,None
conf/ilp/2004,None
conf/birthday/2003ottmann,None
conf/icmt/2016,None
conf/icse/2008mise,None
conf/EUprojects/2006uaaie,None
conf/xpu/2014w,None
conf/pvm/2000,None
conf/sws/2006,None
conf/re/2013,None
conf/icgse/2009,None
conf/fodo/1989,None
conf/hybrid/1996,None
conf/dlt/2007,None
conf/wims/2015,None
conf/jtres/2009,None
conf/mobicom/2011chants,None
conf/eextt/2002,None
conf/qest/2009,None
conf/chi/2007a,None
conf/hci/2009-10,None
conf/interop/1999,None
conf/pkdd/2011-1,None
conf/cans/2014,None
conf/dev/2012,None
conf/indocrypt/2011,None
conf/agile/2007,None
conf/apvis/2013,None
conf/sofsem/1999,None
conf/safecomp/1999,None
conf/miccai/2011-2,None
conf/icdar/2007,None
conf/p2p/2013,None
conf/ssdbm/2008,None
conf/mdai/2007,None
conf/cec/2005,None
conf/cocoon/2003,None
conf/icfp/2008wgp,None
conf/evoW/2006,None
conf/iwpse/2009,None
conf/ants/2010,None
conf/si3d/2012,None
conf/icail/2013,None
conf/acsd/2007,None
conf/birte/2008,None
conf/sacmat/2014,None
conf/ecweb/2004,None
conf/sc/2014exampi,None
conf/ppdp/2002,None
conf/cg/2010,None
conf/models/2012amt,None
conf/sc/2016,None
conf/ewsa/2005,None
conf/cp/1995w,None
conf/eurosys/2014clouddp,None
conf/npar/2013,None
conf/autoid/2007,None
conf/icpr/2008wmmp,None
conf/mkm/2013,None
conf/socialcom/2011msmmuse,None
conf/tools/49-2011,None
conf/iwoar/2015,None
conf/pricai/2014mlsda,None
conf/models/2012runtime,None
conf/afrigraph/2009,None
conf/isaac/2009,None
conf/group/2012,None
conf/mediaforensics/2009,None
conf/issre/2012,None
conf/ifm/2013,None
conf/mhci/2002,None
conf/bodynets/2011,None
conf/icst/2012,None
conf/robocup/2003,None
conf/icfca/2009,None
conf/cpaior/2011,None
conf/isbms/2006,None
conf/socrob/2012,None
conf/er/2016,None
conf/vrst/2010,None
conf/icsoc/2008w,None
conf/mobihoc/2013,None
conf/pepm/2010,None
conf/jcdl/2006,None
conf/IEEEscc/2007w,None
conf/bmvc/2007,None
conf/psd/2006,None
conf/issre/2014,None
conf/dsom/2008,None
conf/ima/2011,None
conf/chi/2004aisd,None
conf/icms/2010,None
conf/geos/2011,None
conf/mm/2012cea,None
conf/fmsp/2000,None
conf/birthday/Dassow1997,None
conf/ppopp/2014wpmvp,None
conf/alp/1996,None
conf/icse/2015spro,None
conf/miccai/2009mcbr,None
conf/mobide/2007,None
conf/codaspy/2016sdn-nfv,None
conf/dls/2016,None
conf/iui/2009,None
conf/ismis/1996,None
conf/dgci/2003,None
conf/sensecam/2013,None
conf/icse/2016seams,None
conf/cig/2010,None
conf/iiix/2008,None
conf/europar/2011-1,None
conf/tei/2014,None
conf/issac/2010,None
conf/epia/2005,None
conf/icaisc/2006,None
conf/siggraph/2013et,None
conf/dsn/2013,None
conf/ecweb/2006,None
conf/dagstuhl/1991code,None
conf/mompes/2009,None
conf/recsys/2015empire,None
conf/icdcit/2011,None
conf/voteid/2007,None
conf/pkdd/2013muse,None
conf/ami/2009,None
conf/w2gis/2006,None
conf/cig/2007,None
conf/das/2004,None
conf/dac/2006,None
conf/wea/2006,None
conf/ppdp/2000,None
conf/eurospi/2012,None
conf/mfps/1995,None
conf/tlca/2009,None
conf/gecco/2009g,None
conf/icsoc/2010,None
conf/csmr/2014,None
conf/tlca/2003,None
conf/time/2010,None
conf/ispass/2011,None
conf/secon/2009,None
conf/wcre/2011,None
conf/siggraph/2006sandbox,None
conf/gd/2007,None
conf/er/92,None
conf/monterey/2010,None
conf/post/2016,None
conf/tafa/2013,None
conf/mm/2012mirum,None
conf/umc/2002,None
conf/ki/2002,None
conf/ht/2002,None
conf/isaac/2004,None
conf/cidm/2013,None
conf/wg/2007,None
conf/coco/2012,None
conf/forte/2014,None
conf/icmi/2010,None
conf/icits/2009,None
conf/debs/2011,None
conf/models/2008w,None
conf/ppdp/2007,None
conf/wcre/1997,None
conf/ncs/2006nano,None
conf/cpaior/2006,None
conf/ht/2001,None
conf/hpca/2002,None
conf/aics/2002,None
conf/ekaw/1999,None
conf/mfcs/2012,None
conf/euspn/2013,None
conf/wbir/2006,None
conf/esa/1993,None
conf/edbtw/2010,None
conf/criwg/2004,None
conf/dawak/2004,None
conf/alt/1998,None
conf/pakdd/2014-1,None
conf/icwe/2010w,None
conf/wrla/2006,None
conf/express/1998,None
conf/bodynets/2008,None
journals/corr/abs-1208-2440,None
conf/sefm/2015,None
journals/corr/abs-1008-1906,None
journals/corr/AndreF14,None
conf/ml/2008,None
conf/mobisys/2016wearsys,None
conf/edo/2006,None
conf/icse/2014csise,None
conf/promas/2008,None
conf/ifip9-6/2008,None
conf/sc/2014e2sc,None
conf/mobisys/2015iot-sys,None
conf/micro/2010nocarc,None
conf/popl/2013ddfp,None
conf/pdis/94,None
conf/chi/2010a,None
conf/cts/2013,None
conf/tei/2016,None
conf/dawak/2011,None
conf/civr/2005,None
conf/membrane/2009,None
conf/green/2010,None
conf/aaim/2009,None
conf/intersense/2006,None
conf/ecrts/2010,None
conf/npc/2005,None
conf/csl/1993,None
conf/wea/2003,None
conf/sagt/2012,None
conf/cc/1999,None
conf/ictac/2004,None
conf/iwpc/2009,None
conf/dlt/2001,None
conf/cardis/2015,None
conf/mates/2007,None
conf/ecmdafa/2011,None
conf/apn/2015,None
conf/lctrts/2008,None
conf/bis/2008,None
conf/mobiarch/2015,None
conf/clima/2014,None
conf/cosade/2016,None
conf/csl/1990,None
conf/nspw/2014,None
conf/mm/2008same,None
conf/wbir/2010,None
conf/dolap/2015,None
conf/egh/2015,None
conf/isola/2004,None
conf/dawak/2012,None
conf/semweb/2003ruleml,None
conf/mm/2012crowdmm,None
conf/dgci/2000,None
conf/amfg/2005,None
conf/mascots/2010,None
conf/ease/2013,None
conf/acl2/2006,None
conf/pts/2009,None
conf/netgames/2008,None
conf/smartgridcomm/2011,None
conf/qi/2009,None
conf/unu/2002,None
conf/ismar/2010,None
conf/approx/2008,None
conf/btas/2012,None
conf/vrml/2010,None
conf/ispec/2005,None
conf/holomas/2007,None
conf/forte/2008,None
conf/wmcsa/2007,None
conf/sc/2016mlhpc,None
conf/vamos/2016,None
conf/ccs/2013petshop,None
conf/acisp/2011,None
conf/eenergy/2014,None
conf/mobisys/2015wearsys,None
conf/evoW/2009cop,None
conf/hvc/2012,None
conf/icdm/2009w,None
conf/icdcs/2014,None
conf/vrst/2003,None
conf/sefm/2014,None
conf/srds/2011,None
conf/ispass/2005,None
conf/wdag/2009,None
conf/re/1995,None
conf/mss/2014,None
conf/qest/2007,None
conf/mcdm/2008,None
conf/asiacrypt/2017-3,None
conf/grid/2011,None
conf/ssdbm/90,None
conf/compulog/1999,None
conf/sigcse/2010,None
conf/miccai/2012-2,None
conf/plilp/1994,None
conf/sigir/2017,None
conf/dimacs/dimacs49,None
conf/mfcs/1989,None
conf/re/2008relaw,None
conf/gis/2011springl,None
conf/oopsla/2016fosd,None
conf/sg/2006,None
conf/cikm/1994w,None
conf/aaecc/2003,None
conf/cpa/1995,None
conf/fpga/2015,None
conf/rsctc/2012,None
conf/bmvc/2005,None
conf/dagm/2006,None
conf/iot/2015,None
conf/alenex/1999,None
conf/ida/1999,None
conf/mirrorbot/2005,None
conf/gis/2010springl,None
conf/chi/2001a,None
conf/nldb/2002,None
conf/mediaforensics/2012,None
conf/recsys/2017,None
conf/imr/2010,None
conf/IEEEpact/2005,None
conf/isi/2004,None
conf/iccbr/2013,None
conf/rp/2010,None
conf/lamas/2005,None
conf/vrst/1998,None
conf/sc/2011s,None
conf/iwwert/1990,None
conf/its/2014,None
conf/icsr/2004,None
conf/ics/2016,None
conf/vrst/2005,None
conf/mdm/2012,None
conf/aied/2013,None
conf/sss/2005,None
conf/vrst/2008,None
conf/aois/2004,None
conf/dac/1995,None
conf/hoa/1993,None
conf/debs/2014,None
conf/models/2009w,None
conf/dbpl/2007,None
conf/ifip8-1/2008,None
conf/cmsb/2013,None
conf/vstte/2014,None
conf/icgi/2010,None
conf/cmcs/2000,None
conf/rskt/2007,None
conf/mm/2016,None
conf/cbse/2007,None
conf/visual/1999,None
conf/deon/2006,None
conf/icse/2017seams,None
conf/rseisp/2007,None
conf/avi/2014,None
conf/forte/2005,None
conf/latin/2008,None
conf/padl/2000,None
conf/tableaux/2003,None
conf/saga/1991,None
conf/tcc/2017-2,None
conf/isscc/2007,None
conf/fpga/1999,None
conf/membrane/2010,None
conf/apgv/2012,None
conf/iticse/2014,None
conf/www/2005si,None
conf/ssbse/2013,None
conf/networking/2002w,None
conf/mfps/1993,None
conf/ida/2007,None
conf/iros/2006,None
conf/pods/2017,None
conf/dasfaa/2012-1,None
conf/issac/1996,None
conf/clef/2008,None
conf/apgv/2004,None
conf/icpp/2012,None
conf/hpdc/2002,None
conf/ipmi/2015,None
conf/esa/2014,None
conf/RelMiCS/2005,None
conf/flops/2002,None
conf/mkm/2005,None
conf/doceng/2011,None
conf/icnp/2003,None
conf/sosp/2013plos,None
conf/icse/2004wads,None
journals/corr/Graham-LengrandP13,None
conf/cikm/2012plead,None
conf/sigmod/2012swim,None
conf/cade/2017,None
conf/vsgames/2010,None
conf/aosd/2010,None
conf/birthday/2010walther,None
conf/clima/2010,None
conf/ilp/2009,None
conf/kdd/2005bio,None
conf/afrigraph/2004,None
conf/muenchenwiler/2009,None
conf/eacl/2010enlg,None
conf/bis/2015,None
conf/iwsec/2007,None
conf/rfidsec/2012,None
conf/spice/2015,None
conf/infovis/1998,None
conf/dasfaa/2004,None
conf/icail/1991,None
conf/infocom/2005,None
conf/birthday/2013he,None
conf/ccl/1999,None
conf/lopstr/2008,None
conf/sosp/2015inflow,None
conf/hbu/2012,None
conf/ogai/1991,None
conf/argmas/2007,None
conf/icfp/2015wgp,None
conf/iccp/2013,None
conf/sigmetrics/2015,None
conf/mobisys/2015wpa,None
conf/ecoopw/1991,None
conf/gd/2010,None
conf/nspw/2015,None
conf/iwpc/2012,None
journals/corr/GlabbeekGH15,None
conf/pdd/1988,None
conf/ml/2007,None
conf/ozchi/2006,None
conf/emo/2013,None
conf/lics/2006,None
conf/cicling/2005,None
conf/asiacrypt/1990,None
conf/asm/2003,None
conf/pst/2010,None
conf/cig/2012,None
conf/ki/1999,None
conf/fm/1991-1,None
conf/jcdl/2002,None
conf/dsom/2003,None
conf/ozchi/2011,None
conf/sirocco/2009,None
conf/ie/2012,None
conf/icfp/2004,None
conf/asm/2008,None
conf/nossdav/2006,None
conf/eurasip/1990,None
conf/ecsa/2011,None
conf/RelMiCS/2001,None
conf/icfem/2007,None
conf/aime/2001,None
conf/sls/2007,None
conf/dais/2005,None
conf/hvc/2014,None
conf/sensys/2012buildsys,None
conf/hci/2007-5,None
conf/dsmml/2004,None
conf/eccv/1996w,None
conf/cpe/2000,None
conf/icla/2011,None
conf/ab/2008,None
conf/nf2/87,None
conf/iwsas/2000,None
conf/isola/2014-1,None
conf/simpar/2010,None
conf/icost/2011,None
conf/icail/1989,None
conf/icfem/1997,None
conf/islped/2010,None
conf/ssdbm/98,None
conf/cd/2005,None
conf/cc/2014,None
conf/profes/2010,None
conf/nspw/1999,None
conf/gis/2001,None
conf/ewspt/1996,None
conf/gd/2012,None
conf/fct/1991,None
conf/iros/2012,None
conf/ipcai/2014,None
conf/ancs/2013,None
conf/stacs/1992,None
conf/hpcc/2008,None
conf/wikis/2012,None
conf/mfcs/2011,None
conf/haid/2008,None
conf/cf/2008,None
conf/ozchi/2009,None
conf/alp/1990,None
conf/aclnews/2015,None
conf/models/2010w,None
conf/haptics/2008,None
conf/ifm/2012,None
conf/icpp/2010,None
conf/saso/2011w,None
conf/iccbss/2003,None
conf/gd/2009,None
conf/lfcs/1994,None
conf/isola/2012-2,None
conf/asm/2010,None
conf/birthday/2013munro,None
conf/lopstr/2002,None
conf/ccs/2015cpsspc,None
conf/foga/2007,None
conf/spire/2004,None
conf/ecscw/2011,None
conf/lpnmr/2013,None
conf/ppopp/2016,None
conf/cpaior/2014,None
conf/smalltalk/2007icdl,None
conf/hvc/2008,None
conf/bmvc/1999,None
conf/mcs/2009,None
conf/vsgames/2013,None
conf/isca/2004,None
conf/iccs/1994,None
conf/re/2014,None
conf/aisc/2012,None
conf/egov/2011ifip,None
conf/diagrams/2006,None
conf/eics/2011,None
conf/icse/2006wads,None
conf/iwqos/2003,None
conf/hpdc/2013ftxs,None
conf/bir/2010,None
conf/3dica/2004,None
conf/safecomp/2013,None
conf/re/2006iwspm,None
journals/corr/RensinkZ15,None
conf/icail/1987,None
conf/aamas/2002,None
conf/safecomp/2004,None
conf/aosd/2013,None
conf/ebiss/2011,None
conf/coordination/2012,None
conf/icdm/2007w,None
conf/ecsqaru/1993,None
conf/lics/2015,None
conf/clear/2006,None
conf/coordination/1999,None
conf/iwcf/2009,None
conf/tabletop/2006,None
conf/iccs/2010,None
conf/ecoop/1996,None
conf/dsn/2010,None
conf/cisc/2006,None
conf/ispw/2013,None
conf/wcre/2016,None
conf/clef/2016,None
conf/lpar/2002,None
conf/wabi/2010,None
conf/acisp/1997,None
conf/stacs/1986,None
conf/ph/2013,None
conf/jcdl/2011,None
conf/coopis/2004-2,None
conf/cib/2009,None
conf/compass/1994,None
conf/ewhci/1995,None
conf/ecrime/2012,None
conf/colognet/2002,None
conf/mmics/2008,None
conf/ifl/2012,None
conf/dcoss/2010,None
conf/dalt/2007,None
conf/ccs/2016iotpts,None
conf/RelMiCS/2006,None
conf/icnp/2009,None
conf/agile/2010,None
conf/wot/2014,None
conf/monterey/2012,None
conf/ht/2012msm,None
conf/wacv/2011,None
conf/bigdataconf/2013,None
conf/edcc/2005,None
conf/sdl/2001,None
conf/ispec/2007,None
conf/ro-man/2010,None
conf/sensys/2015buildsys,None
conf/pepm/2014,None
conf/iwsec/2008,None
conf/amast/1998,None
conf/re/1999,None
conf/eurospi/2005,None
conf/criwg/2002,None
conf/icse/2011chase,None
conf/miccai/2013-1,None
conf/eclipse/2004,None
conf/re/2003,None
conf/mdm/2009,None
conf/recomb/2010cg,None
conf/mum/2007,None
conf/siggraph/2007edt,None
conf/pnpm/2001,None
conf/nspw/2012,None
conf/soco/2012,None
conf/ac/2001cdm,None
conf/csclp/2005,None
conf/dagstuhl/2006robot,None
conf/rasta/2002,None
conf/segah/2011,None
conf/stm/2014,None
conf/oois/2002w,None
conf/fase/1999,None
conf/rsctc/2010,None
conf/ih/2015,None
conf/sdm/2015,None
conf/dexa/2002,None
conf/ah/2006,None
conf/gecco/2016,None
conf/iccd/2013,None
conf/icpp/2008,None
conf/csl/1995,None
conf/ics/1998,None
conf/dagm/2001,None
conf/birthday/2006goguen,None
conf/aosd/2014,None
conf/codes/2013,None
conf/gg/2010,None
conf/sswmc/2006,None
conf/sc/2005,None
conf/wcre/2007,None
conf/ifl/2006,None
conf/simpda/2014s,None
conf/cms/2014,None
conf/etra/2016,None
conf/icfp/2013fhpc,None
conf/ccs/2014wiscs,None
conf/wifs/2011,None
conf/spieSR/1998,None
conf/dsvis/2005,None
conf/seafood/2007,None
conf/sam/2002,None
conf/birthday/2010pnueli,None
conf/icwe/2009,None
conf/hvc/2007,None
conf/jurix/2009aicol,None
conf/chi/2009a,None
conf/ecaiw/2000ls,None
conf/acsd/2011,None
conf/rapido/2012,None
journals/corr/RubinT16,None
journals/corr/abs-1202-5826,None
conf/utp/2010,None
conf/birthday/2008montanari,None
conf/mfcs/1991,None
conf/hpdc/2007,None
conf/petra/2012,None
conf/vamos/2014,None
conf/refsq/2014,None
conf/er/1997cm,None
conf/wiamis/2008,None
conf/haptics/2010,None
conf/haskell/2016,None
conf/nordsec/2011,None
conf/ozchi/2007,None
conf/samos/2002,None
conf/mdm/2007,None
conf/ecsqaru/2007,None
conf/scw/2006,None
conf/imf/2009,None
conf/disappearing/2007,None
conf/pepm/2002,None
conf/si3d/2013,None
conf/ih/2014,None
conf/ceas/2011,None
conf/isscc/2008,None
conf/ecal/2001,None
conf/dagstuhl/2007rt,None
conf/tools/47-2009,None
conf/qi/2012,None
conf/mswim/2007,None
conf/tableaux/2005,None
conf/robocup/2006,None
conf/ro-man/2009,None
conf/icdm/2011w,None
conf/ekaw/2014,None
conf/ssdbm/2011,None
conf/icdm/2015,None
conf/mlmi/2006,None
conf/gir/2013,None
conf/ozchi/2015,None
conf/gcse/1999,None
conf/aaa-idea/2006,None
conf/apn/1990,None
conf/promise/2015,None
conf/plpv/2012,None
journals/corr/abs-1210-0298,None
conf/ccs/2008csaw,None
conf/fmco/2012,None
conf/caise/2015bpmds,None
conf/icvgip/2008,None
conf/mfcs/1997,None
conf/ACMace/2011,None
conf/pvm/2009,None
conf/codaspy/2014,None
conf/egov/2013ifip,None
conf/eurospi/2011,None
conf/accv/2014-4,None
conf/coco/1991,None
conf/pakdd/2013-1,None
conf/lcpc/2009,None
conf/acisp/2013,None
conf/w4a/2015,None
conf/ozchi/2014,None
conf/foiks/2009,None
conf/pepm/2004,None
conf/eurogp/2017,None
conf/wia/2003,None
conf/opodis/2003,None
conf/voteid/2009,None
conf/ac/2003biometrics,None
conf/swat/2014,None
conf/icse/2016sbst,None
conf/cikm/2015esair,None
conf/gir/2014,None
conf/birthday/2009rozenberg,None
conf/clima/2011,None
conf/group/2014,None
conf/compgeom/2011,None
conf/rskt/2013,None
conf/iros/2007,None
conf/jelia/2014,None
conf/iccS/2013,None
conf/ecoopw/1993,None
conf/adbis/2001,None
conf/icsm/2006,None
conf/erlang/2011,None
conf/fsr/2009,None
conf/tark/2011,None
conf/eccv/2014w2,None
conf/mass/2006,None
conf/malware/2012,None
conf/gsn/2009,None
conf/aosd/2008,None
conf/infocom/2004,None
conf/ant/2013,None
conf/its/2012,None
conf/wompat/2003,None
conf/csmr/2012,None
conf/pts/2013,None
conf/sigcomm/2009mobiheld,None
conf/re/2015,None
conf/lics/2016,None
conf/sbmf/2009,None
conf/gr/1986,None
conf/ruleml/2007,None
conf/sss/2014,None
conf/rsfdgrc/2003,None
conf/wacv/2008,None
conf/isola/2010-1,None
conf/sofsem/2006,None
conf/sum/2013,None
conf/opodis/2009,None
conf/kolicalling/2013,None
conf/icdt/92,None
conf/alt/2012,None
conf/icfem/2014,None
conf/rtns/2014,None
conf/wdag/2016,None
conf/edbt/2013w,None
conf/drr/2008,None
conf/bmvc/1995,None
conf/otm/2006-w2,None
conf/fct/1999,None
conf/ipmi/2017,None
conf/dagm/2009,None
conf/cicling/2007,None
conf/sigsoft/2017,None
conf/lcn/2004,None
conf/networking/2009tma,None
conf/samt/2006,None
conf/rta/2014,None
conf/interact/2013-1,None
conf/cmcs/1998,None
conf/approx/2013,None
conf/dasfaa/2010-1,None
conf/ifl/1998,None
conf/middleware/2009midsens,None
conf/memsys/2015,None
conf/ewsdn/2014,None
conf/gg/2014,None
conf/ccs/2017iotpts,None
conf/iccbr/2009,None
conf/elp/1996,None
conf/mm/2013maed,None
conf/adma/2011-2,None
conf/ispw/2016,None
conf/dagstuhl/2000,None
conf/hvc/2013,None
conf/aime/1989,None
conf/ifip13-5/2009,None
conf/mm/2007hcm,None
conf/mobicom/2008chants,None
conf/vizsec/2010,None
conf/irep/1995,None
conf/laser/2008,None
conf/rtss/1988,None
conf/ciac/1997,None
conf/eurosys/2013clouddp,None
conf/ictai/2010-1,None
conf/das/2002,None
conf/sofsem/2011,None
conf/agtive/1999,None
conf/ppopp/2009,None
conf/sofsem/2007,None
conf/sp/2014w,None
conf/safecomp/2010,None
conf/dimacs/1990a,None
conf/egov/2009,None
conf/acmidc/2003,None
conf/sefm/2010,None
conf/qest/2014,None
conf/cases/2009,None
conf/dis/2014,None
conf/miccai/2011-1,None
conf/micro/1998,None
conf/jcdcg/1998,None
conf/fct/1985,None
conf/ecrts/2006,None
conf/icdm/2005,None
conf/chiplay/2014,None
conf/chiplay/2015,None
conf/cikm/2013akbc,None
conf/wads/1993,None
conf/caap/1992,None
conf/agiledc/2008,None
conf/cocoon/2007,None
conf/wosp/2013,None
conf/jit/2004,None
conf/tma/2015,None
conf/waifi/2008,None
conf/eef/1996,None
conf/nldb/2010,None
conf/enter/2011,None
conf/ictac/2007,None
conf/amma/2009,None
conf/lpnmr/2015,None
conf/safecomp/2003,None
conf/edoc/2014,None
conf/dlt/2008,None
conf/ppsn/2010-2,None
conf/vrcai/2006,None
conf/nocs/2011,None
conf/ruleml/2006,None
conf/cisc/2011,None
conf/ictac/2006,None
conf/slsp/2013,None
conf/hvc/2011,None
conf/fmics/2015,None
conf/fit/2012,None
conf/IEEEpact/2001,None
conf/models/2012mpm,None
conf/ecsqaru/2003,None
conf/aied/2011,None
conf/ecir/2014,None
conf/lata/2012,None
conf/ifm/2014,None
conf/icids/2012,None
conf/ifm/2016,None
conf/caise/93,None
conf/cvrmed/1995,None
conf/dagstuhl/2013mnv,None
conf/visualization/2003,None
conf/pakdd/2014-2,None
conf/sipew/2008,None
conf/icaisc/2014-2,None
conf/sigsoft/2007efts,None
conf/isrr/2001,None
conf/cases/2011,None
conf/sma/2007,None
conf/sibgrapi/2009,None
conf/lopstr/2004,None
conf/seta/2004,None
conf/cisched/2007,None
conf/civr/2006,None
conf/spaa/2000,None
conf/ecal/1999,None
conf/iwsec/2010,None
conf/ecsqaru/2009,None
conf/cases/2001,None
conf/sccg/2005,None
conf/icst/2010w,None
conf/coco/2014,None
conf/cser/2013,None
conf/issta/2010p,None
conf/bodynets/2009,None
conf/doceng/2003,None
conf/scm/1991,None
conf/damon/2007,None
conf/p2p/2002,None
conf/ecir/2015mrdm,None
conf/alt/1996,None
conf/fpga/2012,None
conf/cloudcom/2012,None
conf/mobicom/2015mcs,None
conf/ph/2011,None
conf/sbia/2002,None
conf/wabi/2007,None
conf/gecco/2008,None
conf/icail/2015,None
conf/safecomp/2006,None
conf/aswc/2006,None
conf/iccci/2011-1,None
conf/wcci/2008,None
conf/gg/2015,None
conf/wistp/2012,None
conf/oopsla/1994,None
conf/doceng/2001,None
conf/pts/2012,None
conf/dsai/2015,None
conf/ccgrid/2013,None
conf/splc/2011,None
conf/cve/2002,None
conf/iiswc/2016,None
conf/memocode/2010,None
conf/iros/2009,None
conf/lata/2011,None
conf/lata/2010,None
conf/icsoc/2012,None
conf/wg/2008,None
conf/vrml/2011,None
conf/issta/2008w,None
conf/pdp/2010,None
conf/icse/2013mtd,None
conf/imf/2011,None
conf/iwlcs/2005,None
conf/dexa/2010-1,None
conf/vizsec/2015,None
conf/humanoids/2008,None
conf/ipmu/2010,None
conf/icdsc/2007,None
conf/isbms/2008,None
conf/ifipTCS/2012,None
conf/ideas/2013,None
conf/pvm/2011,None
conf/padl/2006,None
conf/amta/2004,None
conf/monterey/2007,None
conf/esorics/2017-2,None
conf/innovations/2015,None
conf/iui/2011,None
conf/gbrpr/2011,None
conf/esem/2014,None
conf/wmcsa/2016,None
conf/types/2008,None
conf/argmas/2005,None
conf/miccai/2017cni,None
conf/islped/2003,None
conf/socinfo/2015,None
conf/wsc/2006,None
conf/waoa/2004,None
conf/systor/2010,None
conf/fm/2016,None
conf/emsoft/2012,None
conf/coordination/2000,None
conf/provsec/2015,None
conf/alt/2001,None
conf/issac/1990,None
conf/fct/2009,None
conf/focs/2017,None
conf/sspr/2008,None
conf/netgames/2006,None
conf/automata/2013,None
conf/mm/2014emasc,None
conf/cicac/2011,None
conf/sbm/2013,None
conf/widm/2008,None
conf/cserc/2014,None
conf/mdm/2011-1,None
conf/paste/1999,None
conf/membrane/2011,None
conf/nets4cars/2011,None
conf/clef/2017,None
conf/mobihoc/2013mh,None
conf/dimacs/dimacs19,None
conf/compgeom/2007,None
conf/ki/2007,None
conf/wrla/2012,None
conf/icde/2016,None
journals/corr/abs-1208-4327,None
conf/isw/2014,None
conf/sirocco/2015,None
conf/tpctc/2014,None
conf/icse/2012usare,None
conf/cisc/2009,None
conf/cec/2007,None
conf/ro-man/2008,None
conf/issac/2007,None
conf/sac/2002,None
conf/scalespace/2001,None
conf/islped/2014,None
conf/hri/2014,None
conf/caise/2013bpmds,None
conf/cscl/2003,None
conf/fossacs/2015,None
conf/cases/2008,None
conf/nossdav/2004,None
conf/edcc/2010,None
conf/cicling/2013-2,None
conf/fpga/2004,None
conf/micro/1992,None
conf/mfps/1989,None
conf/southchi/2013chikdd,None
conf/lacl/2012,None
conf/ph/2006,None
conf/ease/2015,None
conf/icws/2013,None
conf/lcpc/2005,None
conf/lso/2004,None
conf/wrla/2008,None
conf/icaisc/2012-2,None
conf/eccv/2004smvp,None
conf/iwlcs/2007,None
conf/rc/2014,None
conf/icde/2007w,None
conf/ictd/2009,None
conf/spatialCognition/2008,None
conf/adhoc-now/2004,None
conf/micro/2001,None
conf/mlmi/2007,None
conf/pacs/2004,None
conf/lopstr/2013,None
conf/siggraph/2014et,None
conf/cbdar/2011,None
conf/ab/2007,None
conf/pit/2006,None
conf/securecomm/2009,None
conf/caise/2017,None
conf/enter/2010,None
conf/ccs/2017asia,None
conf/icgi/2006,None
conf/europar/2012,None
conf/cocoon/1996,None
conf/eics/2015,None
conf/hotos/2001,None
conf/spw/1998,None
conf/stacs/1993,None
conf/simutools/2008,None
conf/cp/2015,None
conf/wise/2009,None
conf/adhoc-now/2011,None
conf/pppj/2010,None
conf/ccs/2013asiapkc,None
conf/icst/2008w,None
conf/birthday/2010ukkonen,None
conf/eemmas/2007,None
conf/ccs/2015scc,None
conf/icdcsw/2011,None
conf/mfcs/1992,None
conf/forte/2007,None
conf/samt/2009,None
conf/cisc/2012,None
conf/qosa/2011,None
conf/tabletop/2015,None
conf/ehci/2007,None
conf/icst/2009w,None
conf/dlt/2002,None
