,Place
conf/slate/2017,"Vila do Conde, Portugal"
conf/sinc/2016,"Kunming, China"
conf/kicss/2015,"Phuket, Thailand"
conf/eurographics/2013short,None
conf/pimrc/2004,"Barcelona, Spain"
conf/ijcai/2011,"Barcelona, Catalonia, Spain"
conf/icon/2002,Singapore
conf/iwsoc/2003,"Calgary, Alberta, Canada"
conf/icpr/1992-4,None
conf/lcn/2000,"Tampa, Florida, USA"
conf/chinacom/2016-1,None
conf/sensornets/2014,"Lisbon, Portugal"
conf/medinfo/2013,"Copenhagen, Denmark"
conf/icon/1999,"Brisbane, Queensland, Australia"
conf/sgp/2005,"Vienna, Austria"
conf/sgp/2003,"Aachen, Germany"
conf/tpcg/2008,"Manchester, UK"
conf/ispan/2002,"Makati City, Metro Manila, Philippines"
conf/i3e/2007-1,None
conf/csedu/2013,"Aachen, Germany"
conf/cosit/2017wp,"L'Aquila, Italy"
conf/biostec/2014bd,None
conf/lfp/2007,None
conf/iscc/1998,"Athens, Greece"
conf/sensornets/2015,"Angers, Loire Valley, France"
conf/mie/2016,"Munich, Germany"
conf/aiccsa/2005,"Cairo, Egypt"
conf/ic3k/2013keod,"Vilamoura, Portugal"
conf/csedu/2014-1,None
conf/icarcv/2004,"Kunming, China"
conf/wotug/2009,None
conf/ifip6-2/2005,None
conf/phealth/2017,"Eindhoven, The Netherlands"
conf/dcv/2002,"Clearwater Beach, Florida, USA"
conf/cshi/2015,"Curitiba, Brazil"
conf/iccma/2017,"Edmonton, AB, Canada"
conf/cshi/2017,"Hong Kong, China"
conf/sccc/2002,"Copiapo, Chile"
conf/graphicsinterface/2016,"Victoria, BC, Canada"
conf/tpcg/2005,"Canterbury, UK"
conf/itc/2003,"Charlotte, NC, USA"
conf/chinacom/2017-2,None
conf/anss/1996,"New Orleans, Louisiana, USA"
conf/hic/2014,"Melbourne, Australia"
conf/chinacom/2016-2,None
conf/efmi-stc/2010,None
conf/egve/2007s,"Weimar, Germany"
conf/sgp/2007,"Barcelona, Spain"
conf/sew/2003,"Greenbelt, Maryland, USA"
conf/icnp/1994,"Boston, MA, USA"
conf/noms/1996,"Kyoto, Japan"
conf/chinacom/2017-1,None
conf/icccn/2004,"Chicago, IL, USA"
conf/mfcs/2017,"Aalborg, Denmark"
conf/iros/1998,"Victoria, BC, Canada"
conf/micai/2017-1,None
conf/ftcs/1990,"Newcastle Upon Tyne, UK"
conf/cshi/2013,"Copenhagen, Denmark"
conf/icwl/2013w,"Kenting, Taiwan"
conf/cwsn/2017,"Tianjin, China"
conf/lcn/1990,"Minneapolis, Minnesota, USA"
conf/mss/1994,None
conf/micai/2017-2,None
conf/stacs/2017,"Hannover, Germany"
conf/conielecomp/2005,"Puebla, Mexico"
conf/euromicro/1997,"Budapest, Hungary"
conf/data/2013,"Reykjavík, Iceland"
conf/vissym/2003,"Grenoble, France"
conf/cmn/2013,"Hamburg, Germany"
conf/itc-asia/2017,"Taipei, Taiwan"
conf/icnp/1996,"Columbus, Ohio, USA"
conf/smartgreens/2013,"Aachen, Germany"
conf/ccia/2017,"Terres de l'Ebre, Spain"
conf/iceis/2014-3,None
conf/step/2003,"Amsterdam, The Netherlands"
conf/mie/2009,"Sarajevo, Bosnia and Herzegovina"
conf/wism/2011-3,"Taiyuan, China"
conf/vts/1993,"Atlantic City, NJ, USA"
conf/ispw/1991,"Yountville, California, USA"
conf/vmv/2012,"Magdeburg, Germany"
conf/rsp/2001,"Monterey, CA, USA"
conf/compsac/1992,"Chicago, IL, USA"
conf/gmp/2003,None
conf/healthgrid/2009,"Berlin, Germany"
conf/csedu/2014-3,None
conf/vl/1988,"Pittsburgh, PA, USA"
conf/siggraph/2015festival,None
conf/jurix/2015,"Braga, Portugal"
conf/istas/2001,"Stamford, CT, USA"
conf/peccs/2014,"Lisbon, Portugal"
conf/siggraph/2006festival,None
conf/iscc/1999,"Sharm El Sheik, Red Sea, Egypt"
conf/siggraph/2014festival,None
conf/siggraph/2009asiaanimations,None
conf/vlsid/1998,"Chennai, India"
conf/ecai/2016,"The Hague, The Netherlands"
conf/mss/1990,"Monterey, CA, USA"
conf/iclp/2011,"Lexington, Kentucky, USA"
conf/compcon/1990,None
conf/icsoft/2012,"Rome, Italy"
conf/apl/1992,None
conf/siguccs/1988,"Long Beach, CA, USA"
conf/icpram/2014,"Angers, Loire Valley, France"
conf/dft/1995,"Lafayette, LA, USA"
conf/sequences/1997,"Positano, Amalfitan Coast, Salerno, Italy"
conf/wicon/2016,"Haikou, China"
conf/mse/1997,"Arlington, Virginia, USA"
conf/edbt/2015,"Brussels, Belgium"
conf/medinfo/2017,"Hangzhou, China"
conf/phealth/2016,"Heraklion, Crete, Greece"
conf/iwpec/2015,None
conf/rt/2007,"Grenoble, France"
conf/icalp/2017,"Warsaw, Poland"
conf/ecbs/1997,"Monterey, CA, USA"
conf/wise/2001-1,None
conf/globecom/2015,"San Diego, CA, USA"
conf/siguccs/1990,"Cincinnati, Ohio, USA"
conf/icpp/1997,"Bloomington, IL, USA"
conf/compcon/1995,None
conf/vast/2016,None
conf/rta/2016,None
conf/ceig/2012,"Jaén, Spain"
conf/kes/2012,"San Sebastian, Spain"
conf/anss/1993,"Arlington, Virginia, USA"
conf/gski/2017-2,None
conf/modelsward/2014,"Lisbon, Portugal"
conf/parco/2011,"Ghent, Belgium"
conf/ni/2016,"Geneva, Switzerland"
conf/sca/2003,"San Diego, CA, USA"
conf/apl/1993,None
conf/grapp/2014ivapp,"Lisbon, Portugal"
conf/icassp/1994,"Adelaide, South Australia, Australia"
conf/ecai/2012,"Montpellier, France"
conf/vissym/2004,"Konstanz, Germany"
conf/hic/2012,"Sydney, Australia"
conf/hlt/2014baltic,None
conf/tools/36-2000,None
conf/icon/2003,"Sydney, NSW, Australia"
conf/itc/1999,"Atlantic City, NJ, USA"
conf/pdp/1994,"Malaga, Spain"
conf/ispw/1989,"Kennebunkport, Maine, USA"
conf/parco/2009,"Lyon, France"
conf/icnp/1993,"San Francisco, CA, USA"
conf/siggraph/2004gallery,None
conf/peccs/2015,"Angers, Loire Valley, France"
conf/apl/1991,None
conf/medinfo/2004,"San Francisco, California, USA"
conf/pricai/2006,"Guilin, China"
conf/vmv/2010,"Siegen, Germany"
conf/inmed/2014,"San Sebastian, Spain"
conf/iri/2003,"Las Vegas, NV, USA"
conf/kes/1998-3,None
conf/ismvl/1993,"Sacramento, California, USA"
conf/dft/1999,"Albuquerque, NM, USA"
conf/ecai/2010,"Lisbon, Portugal"
conf/icccn/2001,"Scottsdale, Arizona, USA"
conf/mmvr/2014,"Manhattan Beach, California, USA"
conf/apl/1988,None
conf/icores/2013,"Barcelona, Spain"
conf/robophilosophy/2014,"Aarhus, Denmark"
conf/gbcic/2017,"Graz, Austria"
conf/ecrts/1995,None
conf/iceis/2013-3,"Angers, France"
conf/fsttcs/2017,"Kanpur, India"
conf/icpads/2002,"Taiwan, ROC"
conf/words/2003f,"Guadalajara, Mexico"
conf/iv/1998,"London, England, UK"
conf/ifip12/2017ccta-1,None
conf/pdp/2000,"Rhodos, Greece"
conf/iolts/2002,None
conf/infocom/1990,"San Francisco, CA, USA"
conf/grmse/2016-2,None
conf/compsac/2004w,"Hong Kong, China"
conf/dft/2001,"San Francisco, CA, USA"
conf/apl/1989,None
conf/aiworc/2000,"Buffalo, NY, USA"
conf/istas/2000,"Rome, Italy"
conf/lcn/2002,"Tampa, Florida, USA"
conf/robophilosophy/2016,"Aarhus, Denmark"
conf/comma/2012,"Vienna, Austria"
conf/icores/2014,"Angers, Loire Valley, France"
conf/istas/1999,"New Brunswick, NJ, USA"
conf/stacs/2014,"Lyon, France"
conf/itc/1989,"Washington, D.C., USA"
conf/conielecomp/2006,"Cholula, Puebla, Mexico"
conf/etfa/2001-2,None
conf/innovations/2017,"Berkeley, CA, USA"
conf/tools/31-1999,None
conf/iccad/1991,"Santa Clara, California, USA"
conf/ccia/2015,"Valencia, Catalonia, Spain"
conf/birthday/2013daruan,None
conf/ispe/2015,"Delft, The Netherlands"
conf/apl/1987,"Dallas, TX, USA"
conf/isqed/2000,"San Jose, California, USA"
conf/iceis/2013-2,"Angers, France"
conf/icinco/2013-2,None
conf/fsdm/2015,"Shanghai, China"
conf/itch/2015,"Victoria, BC, Canada"
conf/mse/2003,"Anaheim, California, USA"
conf/icimth/2016,"Athens, Greece"
conf/icimth/2015,"Athens, Greece"
conf/isaac/2017,"Phuket, Thailand"
conf/iceis/2013-1,"Angers, France"
conf/icpp/1998,"Minneapolis, Minnesota, USA"
conf/ic3k/2013kdir,"Vilamoura, Portugal"
conf/ats/2002,"Guam, USA"
conf/mlicom/2017-1,None
conf/icw/2005,"Montreal, Canada"
conf/mie/2003,"Saint Malo, France"
conf/somet/2014,"Langkawi, Malaysia"
conf/iimss/2014,"Chania, Crete, Greece"
conf/siggraph/2008festival,None
conf/vlsid/1993,"Bombay, India"
conf/iceccs/1996,"Montreal, Canada"
conf/vlsid/1992,"Bangalore, India"
conf/simultech/2013,"Reykjavík, Iceland"
conf/aaate/2015,"Budapest, Hungary"
conf/visapp/2014-3,None
conf/siggrapha/2010animations,None
conf/parco/2013,"Munich, Germany"
conf/icimth/2013,"Athens, Greece"
conf/siggraph/2004festival,None
conf/icimth/2014,"Athens, Greece"
conf/ispe/2014,"Beijing, China"
conf/annes/1993,"Dunedin, New Zealand"
conf/ictai/1993,"Boston, Massachusetts, USA"
conf/mie/2011,"Oslo, Norway"
conf/visapp/2014-2,None
conf/icarcv/2002,Singapore
conf/vlsid/2000,"Calcutta, India"
conf/icpads/1998,"Tainan, Taiwan"
conf/compsac/1990,"Chicago, IL, USA"
conf/ecai/2008,"Patras, Greece"
conf/iccad/1988,"Santa Clara, California, USA"
conf/iscas/2004,"Vancouver, BC, Canada"
conf/siggraph/2009festival,None
conf/medinfo/2001,"London, UK"
conf/iscc/2004,"Alexandria, Egypt"
conf/intcompsymp/2014,None
conf/ni/2009,"Helsinki, Finland"
conf/medinfo/1998,"Seoul, Korea"
conf/fsmnlp/2008,"Ispra, Italy"
conf/healthgrid/2010,"Paris, France"
conf/gcb/2012,"Jena, Germany"
conf/winsys/2014,"Vienna, Austria"
conf/rndm/2017,"Alghero, Italy"
conf/itch/2011,"Victoria, BC, Canada"
conf/ride/92,"Victoria, BC, Canada"
conf/ride/2005,"Tokyo, Japan"
conf/ride/2003,"Hyderabad, India"
conf/healthgrid/2012,"Amsterdam, The Netherlands"
conf/rfidsec/2014a,"Oxford, UK"
conf/fun/2016,"La Maddalena, Italy"
conf/rfidsec/2013a,"Graz, Austria"
conf/itits/2017,"Xi'an, China"
conf/itre/2005,"Hsinchu, Taiwan"
conf/ftcs/1992,None
conf/rehab/2016s,"Lisbon, Portugal"
conf/rehab/2015s,"Lisbon, Portugal"
conf/wecwis/1999,"Santa Clara, CA, USA"
conf/compsac/1989,"Orlando, FL, USA"
conf/compsac/1995,"Dallas, Texas, USA"
conf/wetice/1993,"Morgantown, WV, USA"
conf/rta/1993,None
conf/fsdm/2017,"Hualien, Taiwan"
conf/issta/2013qasba,"Lugano, Switzerland"
conf/ispass/2000,"Austin, Texas, USA"
conf/gmds/2017,"Oldenburg, Germany"
conf/ispw/1996,"Dijon, France"
conf/graphicsinterface/2017,"Edmonton, Alberta, Canada"
conf/compsac/1998,"Vienna, Austria"
conf/rtcsa/1996,"Seoul, Korea"
conf/rt/2017mam,None
conf/rtcsa/1998,"Hiroshima, Japan"
conf/glvlsi/1993,"Kalamazoo, MI, USA"
conf/glvlsi/1992,"Kalamazoo, MI, USA"
conf/swat/2016,"Reykjavik, Iceland"
conf/cmn/2016,"Kraków, Poland"
conf/cmn/2015,"Atlanta, GA, USA"
conf/glvlsi/1991,"Kalamazoo, MI, USA"
conf/grapp/2015imta,"Berlin, Germany"
conf/rt/2017eii,None
conf/cmn/2014,"Quebec City, Canada"
conf/rt/2016eii,None
conf/rt/2015eii,None
conf/grapp/2017s,"Porto, Portugal"
conf/clade/2004,"Honolulu, Hawaii, USA"
conf/fsfma/2013,Singapore
conf/isese/2004,"Redondo Beach, CA, USA"
conf/rm/1986,"Berlin, Germany"
conf/cira/1999,"Monterey, California, USA"
conf/iscisc/2017,"Shiraz, Iran"
conf/kes/1999,"Adelaide, South Australia"
conf/csii/2017,"Hamamatsu, Japan"
conf/vts/2001,"Marina Del Rey, CA, USA"
conf/cgp/2004,"Prague, Czech Republic"
conf/eurographics/2006short,None
conf/eurographics/2006education,None
conf/eurographics/2005tutorials,None
conf/eurographics/2005short,None
conf/eurographics/2005education,None
conf/iccad/1989,"Santa Clara, California, USA"
conf/eurographics/2004short,None
conf/iccad/1994,"San Jose, California, USA"
conf/eurographics/2003tutorials,None
conf/eurographics/2003short,None
conf/eurographics/2002tutorials,None
conf/eurographics/2002stars,None
conf/tex/1986,"Strasbourg, France"
conf/cgp/2000,None
conf/eurographics/2002short,None
conf/eurodac/1993,None
conf/compgeom/2016,"Boston, MA, USA"
conf/iscnz/1996,None
conf/compgeom/2015,"Eindhoven, The Netherlands"
conf/hase/2001,"Albuquerque, NM, USA"
conf/colcom/2005,"San Jose, CA, USA"
conf/compgeom/2017,"Brisbane, QLD, Australia"
conf/istas/1998,"South Bend, IN, USA"
conf/wimob/2005-2,None
conf/wfe/1989,"Lowell, MA, USA"
conf/wimob/2005-4,None
conf/istas/2003,"Amesterdam, The Netherlands"
conf/hase/1996,"Niagara, Canada"
conf/hase/1997,"Washington, D.C., USA"
conf/istas/2004,"Worcester, MA, USA"
conf/comma/2016,"Potsdam, Germany"
conf/istas/2005,"Los Angeles, CA, USA"
conf/isiwi/2017,"Berlin, Germany"
conf/isipers/2016,None
conf/gi/2017,"Chemnitz, Germany"
conf/comma/2010,"Desenzano del Garda, Italy"
conf/wiced/2015,"Zurich, Switzerland"
conf/comma/2014,"Atholl Palace Hotel, Scottish Highlands, UK"
conf/acsc/2000,"Canberra, Australia"
conf/gesellschaft/1988,None
conf/ispe/2016,"Curitiba, Parana, Brazil"
conf/rsp/1997,"Chapel Hill, North Carolina, USA"
conf/wiced/2016,"Lisbon, Portugal"
conf/coria/2008,"Trégastel, France"
conf/adc/2000,"Canberra, Australia"
conf/jurix/2008,"Florence, Italy"
conf/jurix/2009,"Rotterdam, The Netherlands"
conf/jurix/2014,"Krakow, Poland"
conf/ipcc/1998,"Québec City, Canada - Volume 2"
conf/jurix/2016,"Nice Sophia Antipolis, France"
conf/jurix/2017,Luxembourg
conf/auic/2000,"Canberra, Australia"
conf/sc/2014ia3,"New Orleans, LA, USA"
conf/fdl/2017s,"Verona, Italy"
conf/kbse/2016iwor,None
conf/csee/1996,"Daytona Beach, Florida, USA"
conf/fcrc/2015,"Portland, OR, USA"
conf/csee/2001,"Charlotte, North Carolina, USA"
conf/coria/2016,"Toulouse, France"
conf/qshine/2017,"Dalian, China"
conf/sbm/2010,"Annecy, France"
conf/hpca/2000,"Toulouse, France"
conf/wea/2017,None
conf/sbm/2011,"Vancouver, BC, Canada"
conf/coria/2006,"Lyon, France"
conf/sbrn/1997,"Campos do Jordao, Brazil"
conf/jckbse/2012,"Rodos, Greece"
conf/sbm/2015,None
conf/fois/2016,"Annecy, France"
conf/icccn/1999,"Boston, MA, USA"
conf/atmos/2014,"Wroclaw, Poland"
conf/hipeac/2017coshvisorhpc,None
conf/fomi/2011,"Vicenza, Italy"
conf/fomi/2009,"Vicenza, Italy"
conf/hipeac/2017mils,None
conf/sbgames/2017,"Curitiba, Brazil"
conf/re/2012reet,"Chicago, IL, USA"
conf/hips/1998,"Orlando, FL, USA"
conf/fois/2014,"Rio de Janeiro, Brazil"
conf/jckbse/2008,"Piraeus, Greece"
conf/stairs/2008,"Patras, Greece"
conf/coria/2005,"Grenoble, France"
conf/sbm/2009,"New Orleans, LA, USA"
conf/ats/1996,"Hsinchu, Taiwan"
conf/coria/2017,"Marseille, France"
conf/cosit/2017,"L'Aquila, Italy"
conf/ats/1999,"Shanghai, China"
conf/cpm/2016,"Tel Aviv, Israel"
conf/cpm/2017,"Warsaw, Poland"
conf/coria/2007,"Saint-Étienne, France"
conf/coria/2009,"Presqu'île de Giens, France"
conf/rt/2006,"Nicosia, Cyprus"
conf/coria/2010,"Sousse, Tunisia"
conf/coco/2017,"Riga, Latvia"
conf/rsp/2000,"Paris, France"
conf/rsp/1999,"Clearwater, Florida, USA"
conf/closer/2017,"Porto, Portugal"
conf/issp/2017,"Tianjin, China"
conf/ismvl/1998,"Fukuoka, Japan"
conf/isspa/1996,"Gold Cost, QL, Australia"
conf/closer/2014esaasa,"Barcelona, Spain"
conf/rsp/1995,"Chapel Hill, North Carolina, USA"
conf/rsp/1993,"Research Triangle Park, North Carolina, USA"
conf/isss/1998,"Hsinchu, Taiwan"
conf/ismse/1996,None
conf/rsp/1991,"Research Triangle Park, North Carolina, USA"
conf/rsp/1990,"Research Triangle Park, North Carolina, USA"
conf/rose/2004,"Graz, Austria"
conf/rose/2003,"Örebro, Sweden"
conf/acsac/1989,"Tucson, AZ, USA"
conf/svm2/2009,None
conf/rt/2002,"Pisa, Italy"
conf/rt/2004,"Norköping, Sweden"
conf/acsac/1993,"Orlando, FL, USA"
conf/grmse/2018,None
conf/coco/2016,"Tokyo, Japan"
conf/coco/2015,"Portland, OR, USA"
conf/atmos/2017,"Vienna, Austria"
conf/coria/2011,"Avignon, France"
conf/coria/2012,"Bordeaux, France"
conf/fia/2010,None
conf/iwpec/2016,None
conf/iwpec/2017,None
conf/fia/2009,None
conf/wdag/2017,None
conf/coria/2013,"Neuchâtel, Suisse"
conf/ipsen/96,"Neuchâtel, Suisse"
conf/coria/2014,"Nancy, France"
conf/coco/2001,"Chicago, Illinois, USA"
conf/hpc/2008,"Cetraro, Italy"
conf/hpc/2010,"Cetraro, Italy"
conf/hpc/2012,"Cetraro, Italy"
conf/hpc/2014,"Cetraro, Italy"
conf/coria/2015,"Paris, France"
conf/wirn/2010,"Vietri sul Mare, Italy"
conf/wirn/2009,"Vietri sul Mare, Italy"
conf/wirn/2008,"Vietri sul Mare, Italy"
conf/rt/2003,"Leuven, Belgium"
conf/tophpc/2017,"Tehran, Iran"
conf/eurographics/2011tutorials,None
conf/mam/2013,"Zaragoza, Spain"
conf/wcet/2013,"Paris, France"
conf/kivs/2011,"Kiel, Germany"
conf/wcae/2015,"Portland, Oregon, USA"
conf/pnpm/1989,"Kyoto, Japan"
conf/wcae/1997,"San Antonio, Texas, USA"
conf/time/1998,"Sanibel Island, Florida, USA"
conf/intenv/2017w,"Seoul, South Korea"
conf/cyphy/2017,"Seoul, South Korea"
conf/intenv/2016w,"London, United Kingdom"
conf/intenv/2015w,"Prague, Czech Republic"
conf/intenv/2014w,"Shanghai, China"
conf/intenv/2013w,"Athens, Greece"
conf/intenv/2012w,"Guanajuato, México"
conf/intenv/2011w,"Nottingham, United Kingdom"
conf/intenv/2010w,"Kuala Lumpur, Malaysia"
conf/daeng/2015,"Bali, Indonesia"
conf/lanman/2004,"San Francisco, CA, USA"
conf/date/2014es4cps,"Dresden, Germany"
conf/awict/2017,"Paris, France"
conf/ijcai/2017ai4km,"Melbourne, Australia"
conf/eurographics/2014posters,None
conf/eurographics/2013tutorials,None
conf/ki/2009bmibook,"Paderborn, Germany"
conf/wcet/2014,"Ulm, Germany"
conf/icccn/2002,"Miami, Florida, USA"
conf/wcet/2015,"Lund, Sweden"
conf/sca/2006,"Vienna, Austria"
conf/sca/2007,"San Diego, California, USA"
conf/sca/2008,"Dublin, Ireland"
conf/lcpc/2017,"College Station, TX, USA"
conf/date/2003,"Munich, Germany"
conf/sca/2010,"Madrid, Spain"
conf/sca/2011,"Vancouver, BC, Canada"
conf/sca/2012,"Lausanne, Switzerland"
conf/sca/2014,"Copenhagen, Denmark"
conf/lec/2002,"Hyderabad, India"
conf/scai/2011,"Trondheim, Norway"
conf/womo/2010,"Toronto, ON, Canada"
conf/womo/2011,"Ljubljana, Slovenia"
conf/date/2011ppes,"Grenoble, France"
conf/laptec/2007,"Santos, Brazil"
conf/lanman/2005,"Chania, Crete, Greek"
conf/scai/2015,"Halmstad, Sweden"
conf/intenv/2009,"Barcelona, Spain"
conf/csmr/2001,"Lisbon, Portugal"
conf/wcet/2017,"Dubrovnik, Croatia"
conf/wcet/2016,"Toulouse, France"
conf/aaate/2017,"Sheffield, UK"
conf/tools/24-1997,None
conf/eurographics/2013posters,None
conf/eurographics/2013lab,None
conf/eurographics/2017short,None
conf/badgers/2015,"Kyoto, Japan"
conf/words/1994,"Dana Point, California, USA"
conf/eurographics/2017posters,None
conf/eurographics/2016short,None
conf/sccc/1998,"Antofagasta, Chile"
conf/words/1999f,"Santa Barbara, California, USA"
conf/eurographics/2016posters,None
conf/ic3k/2014sky,"Rome, Italy"
conf/ic3k/2015sky,"Lisbon, Portugal"
conf/eurographics/2015tutorials,None
conf/eurographics/2015short,None
conf/balt/2008,None
conf/balt/2010,None
conf/eurographics/2015posters,None
conf/eurographics/2015education,None
conf/balt/2012,None
conf/balt/2014,None
conf/eurographics/2015dbp,None
conf/eurographics/2014tutorials,None
conf/dbmachine/1987,None
conf/cifer/1999,"New York City, NY, USA"
conf/ic3k/2013sky,"Vilamoura, Portugal"
conf/balt/2016s,None
conf/atmos/2012,"Ljubljana, Slovenia"
conf/eurographics/2013education,None
conf/eurographics/2013dbp,None
conf/eurographics/2012tutorials,None
conf/icail/2009faia,"Barcelona, Spain"
conf/eurographics/2012short,None
conf/eurographics/2012posters,None
conf/eurographics/2012education,None
conf/aPcsac/2001,"Gold Coast, Queensland, Australia"
conf/aPcsac/2000,None
conf/eurographics/2011stars,None
conf/euromicro/1996,"Prague, Czech Republic"
conf/tools/25-1997,None
conf/eurographics/2011posters,None
conf/eurographics/2011education,None
conf/eurographics/2011dbp,None
conf/eurographics/2011areas,None
conf/eurographics/2010tutorials,None
conf/eurographics/2010stars,None
conf/eurographics/2014education,None
conf/eurographics/2014short,None
conf/sca/2005,"Los Angeles, CA, USA"
conf/sca/2004,"Grenoble, France"
conf/dante/1999,"Kyoto, Japan"
conf/ifip12/2017ccta-2,None
conf/eurographics/2008short,None
conf/eurographics/2008education,None
conf/eurographics/2007tutorials,None
conf/iimss/2013,"Sesimbra, Portugal"
conf/eurographics/2007short,None
conf/eurographics/2007education,None
conf/chira/2017s,"Funchal, Madeira, Portugal"
conf/tpcg/2006,"Middlesbrough, UK"
conf/tpcg/2009,"Cardiff, UK"
conf/IEEEinteract/2005,"San Francisco, California, USA"
conf/pearl/2006,"Boppard, Germany"
conf/pearl/2005,"Boppard, Germany"
conf/esweek/2016wese,None
conf/pearl/2002,"Boppard, Germany"
conf/ceig/2008,"Barcelona, Spain"
conf/cefp/2015,"Budapest, Hungary"
conf/cecc/2017,"Ljubljana, Slovenia"
conf/medinfo/2007,"Brisbane, Australia"
conf/setss/2017,"Chongqing, China"
conf/seuh/1995,"Bremen, Germany"
conf/pearl/1998,None
conf/eurographics/2008stars,None
conf/icar/2009,"Munich, Germany"
conf/cibb/2017,"Cagliari, Italy"
conf/scor/2016,"Nottingham, UK"
conf/icccn/2003,"Dallas, Texas, USA"
conf/mam/2014,"Lyon, France"
conf/semweb/2016wop,None
conf/mam/2015,"Darmstadt, Germany"
conf/eurographics/2006stars,None
conf/eurographics/2006tutorials,None
conf/eurographics/2007cult,None
conf/IEEEpact/2016dfm,None
conf/tools/27-1998,None
conf/scss/2005,None
conf/eurographics/2009areas,None
conf/eurographics/2010posters,None
conf/eurographics/2010education,None
conf/eurographics/2010areas,None
conf/eurographics/2009tutorials,None
conf/eurographics/2009stars,None
conf/eurographics/2009short,None
conf/eurographics/2009prize,None
conf/eurographics/2009education,None
conf/wotug/2011,None
conf/pearl/1996,"Boppard, Germany"
conf/metrics/1994,"London, UK"
conf/lcn/1998,"Boston, Massachusetts, USA"
conf/sew/2003t,"Greenbelt, Maryland, USA"
conf/mc/2016w,"Aachen, Germany"
conf/ifip6/2004broadband,None
conf/ifip6-8/2001,None
conf/mc/2017,"Regensburg, Germany"
conf/mc/2017up,"Regensburg, Germany"
conf/ifip6-2/2006,None
conf/mc/2017w,"Regensburg, Germany"
conf/ifip6-2/2004,None
conf/tpcg/2013,"Bath, UK"
conf/tpcg/2014,"Leeds, UK"
conf/tpcg/2015,None
conf/ets/2004,"Ajaccio, France"
conf/scor/2014,"Nottingham, UK"
conf/scor/2012,"Nottingham, UK"
conf/eurographics/2010short,None
conf/time/2017,"Mons, Belgium"
conf/eusipco/2007,"Poznan, Poland"
conf/lcn/1988,"Minneapolis, Minnesota, USA"
conf/lcn/1992,"Minneapolis, Minnesota, USA"
conf/lcn/1993,"Minneapolis, Minnesota, USA"
conf/lcn/1996,"Minneapolis, Minnesota, USA"
conf/mc/2016up,"Aachen, Germany"
conf/iccd/1993,"Cambridge, MA, USA"
conf/mc/2016,"Aachen, Germany"
conf/bica/2010,"Washington, DC, USA"
conf/ifip12/2016ccta,None
conf/metrics/2001,"London, England"
conf/esorics/2016cybericps,None
conf/pearl/1995,"Boppard, Germany"
conf/aied/2009,"Brighton, UK"
conf/cds/1994,"Pittsburgh, PA, USA"
conf/sfp/2016,None
conf/esa/2017,"Vienna, Austria"
conf/esa/2016,"Aarhus, Denmark"
conf/ceig/2009,"San Sebastián, Spain"
conf/tpcg/2012,"Rutherford, UK"
conf/tpcg/2011,"Warwick, UK"
conf/wsc/1999-1,None
conf/ifip8-3/2014,None
conf/ifip8-3/2012,None
conf/IEEEinteract/2004,"Madrid, Spain"
conf/mbmv/2016,"Freiburg im Breisgau, Germany"
conf/IEEEinteract/2002,"Cambridge, Massachusetts, USA"
conf/ifip8-3/2010,None
conf/iccd/1990,"Cambridge, MA, USA"
conf/atmos/2013,"Sophia Antipolis, France"
conf/c5/2003,None
conf/hipeac/2016mils,None
conf/ispe/2013,"Melbourne, Australia"
conf/icsports/2013,"Vilamoura, Algarve, Portugal"
conf/vriphys/2007,"Dublin, Ireland"
conf/vriphys/2008,"Grenoble, France"
conf/vriphys/2009,"Karlsruhe, Germany"
conf/ejc/2012,"Prague, Czech Republic"
conf/parco/2017,"Bologna, Italy"
